id,actual_price,predicted_price_tabular,predicted_price_multimodal
871,400000,553563.5342,465943.4
872,410000,331056.1066,300956.12
873,300000,365840.3709,399857.7
874,209950,188833.9979,118939.2
875,305450,298584.1533,389779.1
876,280000,296181.5964,343866.88
877,340000,347183.6142,319892.47
878,247000,248934.0191,238771.75
879,345000,394640.12,396663.06
880,784000,1131599.728,1147295.6
881,575000,542014.2299,450853
882,535000,396045.7429,381473.44
883,585000,592700.8467,495273.66
884,505000,352226.8548,367859.97
885,89000,185185.6111,111968.04
886,378000,413900.42,368929.38
887,285000,368768.0076,355747.47
888,850000,523767.3843,521382.22
889,202000,211605.2652,173716.75
890,422000,500464.8767,478982.8
891,889000,888095.3245,1111137.8
892,925000,847764.7136,829784.6
893,592000,642011.9294,566824.06
894,470000,503868.6502,654783.9
895,299000,286913.0531,402318.25
896,809000,1154749.135,1192153
897,735000,727558.3986,652421.56
898,785000,810183.1843,910579.44
899,370000,370623.974,360380.88
900,515000,551687.4689,688933.1
901,999000,856459.8756,853008.25
902,491500,475404.1962,630023.75
903,207500,212226.8582,135785.7
904,992000,1099613.447,796862.44
905,139500,223659.3041,276842.25
906,895000,946612.1462,781858.3
907,360000,340519.3498,346564.4
908,611900,640815.7757,442966.75
909,536000,569361.5427,773209.8
910,455000,469542.5271,565270.94
911,543500,537935.3434,473775.94
912,550000,498984.1026,465037.16
913,796000,694347.0423,703588.75
914,845000,790387.4208,877728.7
915,495000,534773.7159,476763.5
916,665900,802237.76,761655.2
917,533000,515456.6035,448652.56
918,400000,460909.6266,371986.75
919,147200,247699.3917,297917.12
920,276500,469953.9253,392733.5
921,278000,370754.9575,519818.9
922,379400,489017.2634,624935.25
923,435000,547075.0267,533618.1
924,290000,316547.8694,358068.72
925,280000,254367.1435,223006.92
926,320000,283849.1526,305324.72
927,595000,543266.9435,457465.53
928,549000,741711.5825,655543.8
929,395000,297575.5916,395266.88
930,550000,574467.696,475089.72
931,540000,534123.4288,773722.44
932,659000,643178.9308,622766.94
933,777000,973056.7561,1046392.94
934,685000,611962.5898,725785.75
935,442500,484369.4594,740114.3
936,1325000,999403.1485,688968.9
937,490000,467427.1966,671517.8
938,775000,578585.7329,606658.94
939,369950,335966.36,504517.72
940,1500000,1427647.381,2115744.5
941,300000,321662.798,344109.66
942,284200,255242.682,235081.16
943,532000,408537.9728,428703
944,236000,197930.6326,84074.63
945,400375,407753.9584,431951.53
946,850000,865780.6396,544524.2
947,732000,679180.9571,547390.94
948,825000,924922.0141,1100253.6
949,259950.02,278480.8285,346433.1
950,234000,243154.5086,190765.84
951,240000,288019.5813,420326
952,2500000,2159905.455,1767442.5
953,464000,490031.0762,450367.5
954,500000,452157.1891,453592.66
955,1130000,870687.8782,608209.75
956,567500,449054.4264,548679.5
957,682000,632286.2061,528040.1
958,950000,1025327.82,1180646.9
959,860000,1087599.239,1397096.8
960,495000,514162.7621,493175.56
961,155000,253895.0036,122209.58
962,445000,448467.857,630704.25
963,709000,619570.4417,725621.44
964,645000,644281.609,686615.44
965,242500,318203.2279,367682.53
966,315000,322609.079,404816.5
967,285000,261085.3592,247269.17
968,525000,512381.5913,637603.8
969,812000,875620.3843,733940.5
970,525000,502868.0412,675829.9
971,950000,739167.8621,671251.25
972,225000,351782.3397,312400.6
973,190000,314639.2335,359436.7
974,380000,324518.7661,376351.6
975,234000,234237.3345,274432.38
976,394000,390111.6252,463479.34
977,250000,270557.1669,290012.38
978,259500,286169.1132,327134.6
979,900000,1017051.852,1167540.2
980,849950,816243.0364,916326.75
981,299900,292737.0851,240090.92
982,298000,252067.0922,220595.14
983,462000,473950.6728,424780.9
984,179900,211605.2652,173917.19
985,525000,623459.0463,860392.8
986,269950,269095.8899,272702.22
987,1248000,836532.3368,692516.75
988,550000,398365.1055,524396.56
989,409950,361229.764,485424.7
990,304000,345289.9279,399790.8
991,718000,776407.6003,708579.8
992,275000,267673.4543,253526.03
993,865000,835838.995,900166.3
994,490000,450297.8755,371890.78
995,650000,626303.0774,651957.06
996,405000,437114.142,423507.62
997,369000,320615.0022,272269
998,336000,330743.8874,372216
999,213550,253949.8103,234886.66
1000,600000,564695.6031,476434.78
1001,352500,367933.1012,455648.84
1002,519949.97,513389.5012,437516.34
1003,253905,265249.8141,344834.56
1004,305000,251747.71,240923.22
1005,172500,215313.0344,99599.42
1006,561750,556322.1273,430730.28
1007,275000,328238.1076,369235.94
1008,370950,362565.3871,486021.22
1009,1000000,1049633.157,1048549.9
1010,575000,513389.5012,501603.3
1011,358000,383642.7361,325994.84
1012,395000,370044.7647,420756.8
1013,420000,462759.8533,645556.6
1014,440000,527870.4222,502272.6
1015,1650000,1846255.818,930312.7
1016,415000,453679.7384,471182.8
1017,669950,626045.8671,601737.25
1018,400000,381760.4148,550610.06
1019,299950,291638.2812,422026.94
1020,3640900,2358360.171,1563007.6
1021,399000,396034.7593,352601.34
1022,340000,362853.0312,344828.84
1023,317000,406685.6577,522176.38
1024,960000,913124.3197,945694.7
1025,197000,199665.3778,136883.27
1026,1700000,1527567.86,1017936.44
1027,458000,594388.0041,570927.3
1028,575000,544059.8806,596049.9
1029,780000,1021452.844,1079288.5
1030,490000,716349.7028,1245117.2
1031,639000,555701.8527,429289.53
1032,399950,304617.656,326843.2
1033,212000,244003.1636,125835.914
1034,550000,470243.1363,418672.88
1035,415000,325012.7817,407759.5
1036,239300,231328.8776,350588.2
1037,815000,516044.2871,454117.06
1038,294500,308060.4391,413608.56
1039,287500,299296.7065,378787.34
1040,259999.98,395551.623,349554.66
1041,400000,443169.2222,421939.72
1042,482000,547752.1344,496112.6
1043,663500,513389.5012,469811.62
1044,553650,517293.9217,439586.75
1045,775000,835019.4619,826284.44
1046,445000,420844.5363,475095.22
1047,215000,217303.5889,168073.92
1048,334000,401515.0732,424027.97
1049,1003000,835835.7672,784252.7
1050,330000,357941.2081,483587.5
1051,625000,540508.7468,778958.56
1052,210000,218861.3664,152785.8
1053,526000,615108.2174,500773.44
1054,2750000,2214279.312,2071746.9
1055,680000,763609.6968,702771.5
1056,340000,345361.5738,428339.25
1057,367500,432780.5753,579622.4
1058,415000,419939.0953,523341.47
1059,495000,466386.4626,567472
1060,772000,693538.2864,673377.56
1061,650000,592058.8729,639016.4
1062,246000,239021.7683,212051.83
1063,1900000,1024498.617,743977.3
1064,625000,584708.7809,485859.62
1065,515000,575013.8936,594011.8
1066,367500,412771.3938,559122.2
1067,240000,242978.0632,177870.22
1068,500000,507254.9341,609990.56
1069,443000,435731.2262,520683.22
1070,1150000,1262023.459,841831.8
1071,333000,438467.0264,530929.4
1072,1075000,958148.4344,664443.56
1073,245000,248001.5026,220974.88
1074,410000,403237.4225,369690.25
1075,265000,293616.4011,261673.33
1076,340000,335169.2707,465230.22
1077,268000,293030.8673,370269.78
1078,713414,715173.6925,826821.5
1079,310000,403174.1625,448535.56
1080,760000,811045.4225,757664.06
1081,244000,275549.4752,282826.72
1082,391500,360788.9089,435398.22
1083,349950,409029.3223,575057.06
1084,295000,277591.9284,279508.28
1085,776500,666608.3094,519014.47
1086,603000,623629.0427,541357.6
1087,659500,645744.6188,525917.6
1088,500000,522613.0752,457203.16
1089,620000,825996.4874,1047936.44
1090,335000,311518.3722,313971.28
1091,995000,1135104.175,1470564.9
1092,269000,252544.1886,312232.97
1093,174950,212400.1539,223876.25
1094,235000,299723.6498,406555.28
1095,601000,661023.5496,537635.94
1096,465000,432389.828,503236.28
1097,1225000,1203161.613,786760.1
1098,356700,326519.4953,374845.28
1099,560000,513540.8661,658734.3
1100,285000,309338.7414,375304.22
1101,460000,433066.2748,406172.75
1102,533112,524108.7428,506283.53
1103,603500,864066.5109,1156582.6
1104,415000,371549.7166,468740.53
1105,267500,237923.6631,234441.11
1106,745000,772540.2865,763945.44
1107,279000,236482.4247,314784.88
1108,295000,283040.0243,326802.2
1109,436000,582708.9897,499242.06
1110,350000,360952.8582,460788.44
1111,450000,491673.2434,446372.44
1112,345000,270256.2126,296147.88
1113,697000,759745.9111,715230.94
1114,119900,185052.7177,302969.7
1115,400000,324580.6848,406638.5
1116,1300000,1087655.729,1244159.2
1117,860000,1287834.114,993145.1
1118,274000,263897.8908,354242.25
1119,460000,477249.5459,434810.4
1120,1095000,1196812.454,894781.56
1121,528000,571016.3226,794808.5
1122,204950,228690.1242,340533.25
1123,549900,454389.1014,396011.94
1124,430000,463538.8394,432301.16
1125,183000,175322.8473,206024.12
1126,538000,644714.8138,578480.5
1127,415000,577390.6614,568976.44
1128,815000,726688.5058,430962.1
1129,375000,331531.2837,362619.47
1130,723000,792974.2154,706726.3
1131,740000,791829.3288,697506.6
1132,450000,537071.5667,470953.66
1133,650000,665856.6233,654039.25
1134,750000,638178.2587,607129.3
1135,220000,280064.3312,259771.89
1136,1262000,753426.0842,657565.1
1137,335000,335537.6471,355678.62
1138,239900,208684.6423,291756.28
1139,219950,226917.3607,92225.13
1140,349950,333123.1583,437496.12
1141,515000,624052.0847,668100
1142,225000,236026.0107,314725.62
1143,570000,548729.8663,473077.06
1144,457000,428394.0331,362783.38
1145,278000,318918.2576,290344.66
1146,866059,832602.7853,828900.3
1147,476500,457872.5763,404490.34
1148,2351960,1778863.381,1677149.5
1149,1272000,1425336.895,996866.4
1150,675000,577144.8085,590164.75
1151,450000,574172.8883,904029.9
1152,500000,556727.8092,523100.25
1153,307000,341153.1794,384393.34
1154,285000,295267.3567,367909.5
1155,1375000,1372389.217,1114846
1156,441000,330477.3446,402898.12
1157,395000,518378.1823,477538.53
1158,500000,472693.368,707400
1159,683500,646155.1354,552932.7
1160,274000,291829.0646,244088.9
1161,1081000,773058.0243,522358.53
1162,540000,622550.2646,525629.2
1163,339900,328659.5288,357954.9
1164,425000,255058.9167,340587.7
1165,438000,513389.5012,446972.12
1166,456000,493838.0359,377016.97
1167,449400,515424.7476,617663.1
1168,210000,233064.5924,346542.6
1169,1320000,736310.1969,679040.56
1170,577500,618985.4383,576170.8
1171,602000,548416.6883,428468.53
1172,265000,310398.5038,330149.78
1173,460000,461702.3316,366946.1
1174,635000,645201.1204,534339.2
1175,700000,617013.2046,523183
1176,413000,418516.8793,501958.78
1177,345000,384437.1039,479520.38
1178,690000,711577.3168,624347.06
1179,215000,236220.3596,130808.94
1180,389250,517089.8101,421984.72
1181,1088890,938356.6707,947495.44
1182,316500,335481.1557,402639.8
1183,530000,517323.0049,482007.97
1184,2950000,1746837.267,1637961.6
1185,392500,511545.104,550416.5
1186,562000,595438.6819,676253.3
1187,3200000,2701252.259,2563073.8
1188,530000,514005.7036,459206
1189,540000,479301.2872,632125.25
1190,491500,597542.0043,578707.7
1191,390000,443694.0233,512921.62
1192,1115000,856287.8653,845625.1
1193,760000,874966.9777,916361.3
1194,560000,620648.2216,488112.34
1195,563500,485500.79,403480.72
1196,350000,322387.7097,390544.9
1197,310000,280235.8655,328462.97
1198,500000,571941.1449,714428.1
1199,287000,239657.4371,352227.03
1200,805000,779849.6969,704161.9
1201,462370,565971.7506,489471.56
1202,632500,628092.5208,570968.06
1203,1200000,1157579.235,835876.56
1204,665000,781783.3286,747767.94
1205,322000,309451.405,301227.28
1206,229000,264159.1174,344248.84
1207,610000,640984.3904,556746.5
1208,715000,827447.2472,516370.2
1209,373000,469043.6626,464048.38
1210,1309500,804147.129,618298.8
1211,222000,228410.5107,238701.45
1212,453500,469915.973,367946.5
1213,535000,614724.2091,506092.84
1214,585000,517268.3415,776997.44
1215,585000,515646.1665,641496.4
1216,505999.97,527009.2401,541619.5
1217,762500,796427.4643,808825
1218,477000,372475.3004,399262.5
1219,690000,815705.7732,694389
1220,279900,204808.7222,179084.73
1221,350000,410684.2348,509070.75
1222,476500,463113.9812,365232.34
1223,225000,214500.7028,286125.6
1224,294950,294583.8255,294391.22
1225,280000,354152.3012,319327.72
1226,400000,354324.405,366714.34
1227,290000,395912.7096,412195.56
1228,425000,431989.1615,393170.4
1229,159000,224928.6895,150111.64
1230,590000,514447.3364,457096.53
1231,655100,513389.5012,476003.22
1232,1030000,860701.1399,861354
1233,361000,396002.5584,623483.4
1234,324950,341193.7678,326127.06
1235,249000,244837.3364,221420.52
1236,657000,565430.9562,617589.94
1237,875000,786848.9041,747206.9
1238,255000,287209.2028,328815.62
1239,616000,634816.7426,557093.56
1240,627000,644192.212,587141.7
1241,380000,344146.9424,403835.4
1242,275000,294281.7841,298358.5
1243,375000,409875.9856,369511.97
1244,750000,759753.1636,713253.94
1245,1300000,1515203.69,1096665.9
1246,675000,560424.0219,446302.4
1247,376000,371109.2626,431297.72
1248,505999.97,441699.3663,651332.5
1249,380000,385134.2817,377832.22
1250,452000,454151.9522,600966.1
1251,896000,593178.2818,597055.8
1252,548500,600275.1659,489598.4
1253,385000,450020.8747,558566.2
1254,431000,372562.9633,431240.97
1255,495000,510064.5863,507212.16
1256,358803,355050.9036,423450.2
1257,355000,367949.2077,373524.9
1258,429950,482149.8974,603374.8
1259,410000,409631.7773,529574.06
1260,579100,506873.195,431339.9
1261,432100,484542.4162,488078.84
1262,800000,747169.7187,718819.3
1263,465000,435149.6474,380678.47
1264,219000,201469.3554,142479.44
1265,389999,322845.7795,340440.34
1266,364950,472645.8897,525105.94
1267,243950,252437.9086,163822.9
1268,585000,662239.283,560777.06
1269,82500,181224.9393,266524.7
1270,370000,358792.0431,394903.06
1271,347000,405431.0652,458907.38
1272,510000,640896.7332,619240.2
1273,415000,765067.0111,708972.94
1274,405000,408978.2241,457897.72
1275,1050000,725803.7746,616228
1276,435000,430923.8124,445787.12
1277,713500,650127.5926,513533.78
1278,812000,798561.3571,857554.7
1279,480000,441382.7811,506922.38
1280,682500,516678.8936,1215410.8
1281,379950,406463.4928,456878.06
1282,895000,1261295.328,1025561.56
1283,2205000,1129113.994,1034724.4
1284,285000,197750.5321,310630.03
1285,340000,295490.1375,379196.72
1286,450000,465368.1393,385693.97
1287,257950.02,242193.0595,231577.73
1288,845000,905028.9717,459962.9
1289,849000,743716.3627,798425.8
1290,1100000,850939.6902,639010.56
1291,150000,213247.0297,320299.62
1292,613200,699120.6757,642055.9
1293,682000,598234.0086,510177.25
1294,228950,220701.731,114457.91
1295,536000,558619.021,555065.06
1296,332000,322295.8442,320485.78
1297,565000,633672.9827,614665.06
1298,253400,237836.8595,177879.17
1299,380000,361791.1145,318432.03
1300,295000,291816.293,392285.8
1301,585000,614144.2016,553955.2
1302,359999,449841.6773,628311.06
1303,256399.98,240735.1347,202698.64
1304,515000,681584.2339,774683.8
1305,675000,589052.036,575834.5
1306,605000,740755.758,596859.3
1307,474950,503857.2877,465435.97
1308,234950,248290.7689,157304.03
1309,639900,445194.8929,690465.3
1310,230000,210154.1117,344895.6
1311,190000,212340.7004,178280.45
1312,635000,654347.9213,638746.9
1313,551500,509491.8109,638685.8
1314,237000,270649.4414,300131.44
1315,262500,340901.8137,378834.97
1316,235000,300655.1199,341931.53
1317,719000,716762.6643,708998.7
1318,285000,325381.3217,342370.56
1319,270500,328245.8613,256661.17
1320,394999,403982.8889,523832.1
1321,345000,458935.0317,446028.84
1322,280000,299345.9357,406154.56
1323,185000,296345.5352,408273.56
1324,313500,349277.8077,385125.4
1325,690000,686826.9162,708226.44
1326,190000,254011.8169,343145.12
1327,900000,2610392.922,2455604
1328,2300000,1948947.362,1351312.4
1329,462000,489714.4282,677274.8
1330,665000,692471.6293,783717.7
1331,499950,508124.1682,379621.62
1332,504058,548409.6689,531406
1333,571000,581660.2979,532811.06
1334,630000,652044.0161,617950.75
1335,277000,333222.9891,378543.25
1336,650000,857978.3143,707756.75
1337,417500,386383.7831,406917.75
1338,221000,250320.8344,173142.3
1339,1161000,1071398.056,867134.56
1340,425000,461409.1175,415099.97
1341,265000,253815.1775,228612.47
1342,254000.02,263477.1428,256230.47
1343,436472,385657.2794,435898.66
1344,500000,593180.2661,528608.3
1345,559950,507347.1954,839627.5
1346,715000,617929.3564,546189.5
1347,800000,569510.7602,524770.1
1348,465425,572485.727,645331.5
1349,1339000,1078066.142,967345.6
1350,410000,450738.104,402634.25
1351,195000,334047.3679,401027.44
1352,333760,437845.1555,359780.9
1353,565000,568675.8622,616757.4
1354,435000,366052.5306,375521
1355,333000,357238.9962,365924.97
1356,765000,638119.8019,390193.28
1357,1700000,1455637.117,1345325.2
1358,570000,701418.5615,913133
1359,1230000,921899.9189,574529.25
1360,264900,320315.0971,338910.94
1361,140000,204640.1565,286837.47
1362,290000,325931.8395,402219.9
1363,299000,315908.4349,358308.7
1364,266490,277810.3734,332219.84
1365,870000,1078318.205,919860.6
1366,429900,338036.2847,486401.16
1367,370000,453503.9095,492555.97
1368,299900,329579.5177,371076.75
1369,313100,428625.9729,565475
1370,542000,611409.3838,542215.2
1371,350000,398889.9719,434085.6
1372,515000,512517.24,490047.7
1373,820000,693766.3635,699431.1
1374,519999.97,487759.0553,611021.6
1375,500000,508926.5035,442091.6
1376,235000,241675.6208,360814.44
1377,329000,350599.4851,432589.53
1378,274975,699623.9062,761929.4
1379,124000,192413.971,326804.94
1380,342000,300997.9796,270646.1
1381,202000,171185.9597,304319.5
1382,375000,445487.4161,512584.94
1383,310000,333817.6333,370025.94
1384,390000,422904.124,467186.88
1385,790000,389489.217,333378.25
1386,336000,464790.671,593198.3
1387,728000,754280.0891,725287.56
1388,599000,453881.3948,536434.56
1389,335000,417972.3145,455903.12
1390,211000,257574.2186,321419.6
1391,405000,410591.0112,471921.8
1392,665000,593720.7152,657951.25
1393,515000,436154.0077,529809
1394,385000,397020.7687,596451.06
1395,659500,702247.445,715854.06
1396,905000,935463.2072,1006339.06
1397,285000,428827.4219,590066.4
1398,375000,402846.6954,530333
1399,856000,843361.7381,832343.6
1400,231500,251384.8422,230712.52
1401,1565000,868517.9735,625679.94
1402,855000,875609.1717,602266.7
1403,385000,329021.4633,469867.22
1404,1215000,954429.2437,1196903.4
1405,309000,318275.0121,321457.3
1406,269950,299709.9094,458984.2
1407,554000,442193.7777,355672.4
1408,312000,271417.6484,312357.12
1409,344950,326331.5056,362031.22
1410,202200,241084.1134,320048.28
1411,320000,362335.1276,431807.4
1412,348000,500419.6077,376822.6
1413,500000,450837.1425,389768.47
1414,370000,429090.1134,561331.75
1415,460000,407780.3848,458344.47
1416,510000,389509.0009,373665.88
1417,765000,681738.2521,643801.25
1418,860000,930808.1996,788312.9
1419,390000,338043.6622,366244.44
1420,397500,431491.9525,376555.56
1421,535000,558746.4088,450109.47
1422,580000,855607.1507,871531.4
1423,705380,653153.998,591294.6
1424,289000,244421.0675,342665.56
1425,207000,255050.2194,265650.75
1426,399000,374531.4841,380194.9
1427,206000,189277.5249,111932.68
1428,975000,790127.9444,822884.94
1429,495000,448047.2537,527956.25
1430,690000,614954.2892,500952
1431,199950,198227.2423,248353.14
1432,289950,301389.7294,330759.16
1433,920000,1081878.098,753286
1434,383900,386702.52,498036.97
1435,449950,487622.9326,451702.9
1436,510999.97,439618.1443,569038.5
1437,255000,242886.3232,256793.02
1438,100000,181077.9978,260030.1
1439,500000,513389.5012,453205.16
1440,320000,413637.5904,478802.16
1441,480000,651678.2691,602706.44
1442,180000,197567.6879,190873.55
1443,385000,335249.4969,359778.28
1444,401000,424685.886,389094.2
1445,315000,346563.8691,308712.53
1446,230000,223202.3864,256895.66
1447,385000,418911.383,497737.47
1448,640000,605333.8654,523886.9
1449,680000,682920.2151,636894.94
1450,307000,350488.8334,464801.44
1451,308000,297327.2023,332965.84
1452,653500,649357.1282,519514.75
1453,175000,185159.9184,255661.61
1454,445000,350972.9148,417608.97
1455,195000,261912.4485,324745.47
1456,510000,555531.1259,497321.84
1457,861111,885925.0771,893101.6
1458,1102030,935670.8871,1118086
1459,259000,240366.3556,200268.28
1460,870000,1124323.208,1010106.3
1461,605000,500992.1377,381279.53
1462,479950,427589.3127,483484.8
1463,257000,243797.7434,212354.73
1464,792000,636595.8666,491764.5
1465,252999.98,246325.4542,195726.92
1466,285000,287747.0101,158554.89
1467,770000,840019.3846,787136.56
1468,2500000,2122895.542,1554611.2
1469,585000,539811.0577,474915.16
1470,329000,293909.0752,279003.84
1471,352800,417870.7123,513324.7
1472,324950,364914.5733,491592.1
1473,215000,248442.7014,296475.34
1474,528000,550222.266,503821.2
1475,334000,329703.366,327798.44
1476,455000,406382.7076,408268.03
1477,230000,316067.9781,369507.97
1478,310000,329216.6182,351845.88
1479,275000,375263.5649,352486.2
1480,410000,361604.3588,411842.16
1481,650000,699447.7224,629226.06
1482,544950,519774.0851,491938.88
1483,350000,339214.5381,372363.94
1484,738000,803151.9003,875166.56
1485,810000,920737.7064,1168803.8
1486,299000,344104.6718,289073.34
1487,519999.97,349412.9811,303384.44
1488,1750000,1553273.486,1055867.1
1489,335000,397536.7803,386304.84
1490,741500,672398.7054,531891.06
1491,766500,844341.0277,659598.5
1492,507000.03,598469.0263,472680.94
1493,500000,506419.1397,921171.8
1494,555000,662998.0696,540951.1
1495,361500,432419.9683,394218.8
1496,299950,275140.66,297868.38
1497,201000,391064.4329,186752.3
1498,279000,315396.4537,333298.3
1499,513000,495624.5562,605936.6
1500,316000,351237.9583,392668.72
1501,669000,645465.4232,572347.8
1502,825000,811197.2939,847499.25
1503,885000,1069690.064,776351.44
1504,1600000,1454485.379,1127557.5
1505,749950,638932.4538,556697.2
1506,452500,509089.2601,513374.94
1507,422000,490575.7727,525201.7
1508,180000,338337.4287,344115.97
1509,390000,383771.8411,367147.7
1510,256000.02,269986.2154,249639.28
1511,325000,312046.1433,365256.2
1512,754800,779126.7837,673831.3
1513,244000,306931.0744,386236.25
1514,725000,696369.4492,602695.56
1515,520500,504431.5059,579116.4
1516,455000,509753.7772,442555.72
1517,178000,295466.0516,425249.88
1518,290000,280465.5091,377317.06
1519,688000,634274.4746,647294.06
1520,855000,835927.0875,790514.56
1521,732000,672152.9298,822731.9
1522,624900,565914.3976,656144
1523,775000,737322.5949,892190.44
1524,724950,640553.078,597277.3
1525,183000,204493.8285,212845.48
1526,815000,827294.8494,842491
1527,780000,950583.118,744310.5
1528,330000,349675.1899,363192.25
1529,246500,231003.6969,263020.34
1530,372000,404129.2514,541004.44
1531,500000,502414.2618,466093.2
1532,587000,528194.4662,664806
1533,469950,636046.6079,716440.7
1534,1100000,660287.1173,629605.06
1535,825000,669070.5819,605143.9
1536,650000,582058.6718,609590.6
1537,297300,272840.305,214208.02
1538,810000,795288.2069,792788
1539,245000,285237.9913,393505.5
1540,385000,331696.673,394264.47
1541,212000,284268.711,271789.06
1542,327000,339014.2351,397755.3
1543,276693,332727.5663,363110.72
1544,1175000,948874.4875,812668.1
1545,157500,214948.1768,346322.3
1546,210000,246418.2079,335057.25
1547,550000,632665.9826,687678.94
1548,513000,445496.3949,552878.56
1549,475000,422265.6266,390073.2
1550,394950,409607.2084,385414.2
1551,1799000,1083567.998,1255413.1
1552,1250000,1148159.99,1105276.8
1553,550000,587458.4063,378857.03
1554,255000,243447.2669,242743.83
1555,215000,231215.6904,155927.44
1556,889950,801542.2807,865029.94
1557,430000,403466.5047,400603.6
1558,208000,342333.5412,355709.97
1559,349950,367825.2464,436853.6
1560,352750,430808.6312,349546.38
1561,672800,699918.2618,603933.9
1562,320000,362827.6398,468063.72
1563,2475000,1750019.803,1527048
1564,400000,378362.1763,399467.8
1565,805000,1128965.417,1182980.8
1566,730000,645570.0819,585469.25
1567,263300,232902.603,340306.6
1568,865000,1060838.586,738655.4
1569,325000,329333.1494,338882.16
1570,515000,705663.1587,587849
1571,375000,368103.6157,391209.44
1572,775000,684209.8638,582355.5
1573,435000,486230.1778,441231.6
1574,525000,514161.997,675584.06
1575,525000,604426.8355,475762.9
1576,523000,803032.0259,904053.44
1577,431000,437869.7648,478862.28
1578,699950,653153.998,594664.2
1579,893880,773592.9185,599874.5
1580,545000,500464.8767,478658.75
1581,350000,411772.0261,354302.1
1582,320000,445955.0899,470554.47
1583,424950,387914.8155,391546.3
1584,233000,389550.8569,477642.47
1585,380000,410200.2267,579382.4
1586,640000,812363.6056,933968.3
1587,1438890,1311508.787,973068.8
1588,250000,191942.9029,312726.75
1589,957000,796839.3482,714476
1590,240000,265548.6568,206146.02
1591,545000,324121.214,376363.47
1592,124000,210380.9679,334291.75
1593,570000,515940.6333,378656.88
1594,1072000,1449545.787,1188086
1595,220000,296550.5392,137253.92
1596,760000,760255.2801,678608.1
1597,769995,756324.6859,669411
1598,360000,356676.909,466820.84
1599,1650000,1429658.649,790951.75
1600,650000,761021.3394,842848.3
1601,364000,308589.6609,355418.1
1602,740000,797918.0851,744774.25
1603,465750,419970.8417,400901.7
1604,538500,492607.3577,630136.4
1605,474000,510397.2424,435187.75
1606,809950,616379.7069,556530
1607,160000,202119.7011,232499.02
1608,670000,574078.2056,551852.7
1609,334990,393063.4642,540185.1
1610,278500,247668.2302,124143.93
1611,1385000,1188773.946,883958.94
1612,330000,340427.8748,347466.12
1613,429900,652160.689,786628.25
1614,233000,246564.1781,184373.52
1615,455000,447986.1405,398491.97
1616,258950,234928.7302,199068.14
1617,555000,615215.2318,592365.6
1618,450000,440352.667,468963.3
1619,622500,607873.9541,572502.25
1620,340000,342188.903,427759.47
1621,708000,745472.8766,673420.1
1622,230000,310466.4206,337306.7
1623,1008000,820459.0824,877900.1
1624,600000,513722.1522,395573.5
1625,100000,208050.4529,314822.44
1626,1775000,2067396.183,1254572.9
1627,875000,791864.3042,748386.2
1628,412000,438997.3031,425770.88
1629,300000,245549.6181,272313.72
1630,595000,694951.0294,573211.94
1631,540000,634825.2307,549935.25
1632,265000,236389.2821,170996.28
1633,505000,610721.5492,533599.7
1634,379950,372308.4782,350168.16
1635,390000,436708.3294,378791.28
1636,589500,826101.415,880297.4
1637,325500,370311.9557,435583.06
1638,700000,851329.9254,619699.7
1639,1200000,1058037.463,1193229.9
1640,288000,240770.1778,307625.34
1641,359900,389367.7428,391634.1
1642,664000,810626.9423,682579.4
1643,342500,421648.7309,413033.97
1644,775000,880518.5894,801934.25
1645,490000,399619.0627,387342.28
1646,327200,259489.0877,361538
1647,425000,467425.151,403751.12
1648,128999.99,238213.5594,345896.78
1649,285000,315653.8765,364659.78
1650,269900,267459.6593,298911.88
1651,350000,341991.8845,394049.72
1652,128750,182459.5191,124940.914
1653,229000,384534.3762,481188.06
1654,795000,555006.0125,759012.7
1655,740000,725193.9053,609086.75
1656,359000,441363.5704,509347.2
1657,323000,350501.2877,337252.75
1658,280000,291306.628,204860.52
1659,850000,660277.7395,471265.12
1660,499950,467939.7946,499931.56
1661,685000,644974.7281,553175.94
1662,334950,254765.7036,209758.45
1663,370000,336388.0165,392556.56
1664,570000,662359.143,587666.9
1665,619000,634100.1811,546036.1
1666,780000,957496.7069,783120.1
1667,555000,521610.4328,684338.44
1668,436000,436764.3237,464789.56
1669,810000,861859.9501,865352.75
1670,395000,530487.626,526031.5
1671,540000,591283.5708,551886.5
1672,250000,275852.5552,224465.39
1673,487028,516361.4251,429616.03
1674,272000,392720.7222,417608.7
1675,612995,573806.0283,742601.6
1676,500000,424445.384,422768.94
1677,270000,299666.9775,357554.38
1678,530000,597689.16,764114.1
1679,399500,477404.2826,446499.22
1680,790000,803630.3909,833471.3
1681,529500,456757.2458,412042.1
1682,280000,344160.6012,362630.97
1683,379000,499422.0284,447513.47
1684,669000,619795.7042,467637.06
1685,552500,497239.8715,459229.53
1686,1280000,983654.7623,1033076.75
1687,467000,648296.5662,569766.9
1688,385000,430994.4815,482192.28
1689,549950,448398.0733,674150.75
1690,550000,482508.4759,551633.2
1691,555000,660632.8766,622325.06
1692,535000,448772.8852,475148.1
1693,759000,705474.6091,608368.9
1694,657500,612495.7265,526235.56
1695,810000,709816.6103,671726.1
1696,550000,503029.7747,453758.97
1697,774900,603605.0059,482148.6
1698,1300000,1482485.022,1544764
1699,263000,254027.065,233545.86
